등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지,위도,경도,평점,1인용 객실 여부,1인용 객실 가격,2인용 객실 여부,2인용 객실 가격,3인용 객실 가격,3인용 객실 여부,4인용 객실 가격,4인용 객실 여부,냉장고,TV,난방,에어컨,욕조,테라스,커피/티 메이커,인터넷,세탁기,다람질 서비스,전용 수영장,반려동물 동반 있음,주방,주차장,체육관/피트니스,24시간 데스크,금연객실,스파/사우나,레스토랑,흡연 구역,더블베드,퀸베드,싱글베드
한국관광공사,관광호텔업,2성,2020-05-11,경상남도,호텔 라온,34,경상남도 함양군 함양읍 함양로 1148-2,055-962-1234,http://raonhotel.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2020-04-21,부산광역시,코모도 호텔,311,부산광역시?중구?중구로?151  (영주동),051-461-9101,https://www.commodore.co.kr/html/intro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-04-21,강원도,베니키아 호텔 비즈인,65,강원도 원주시 만대로 7-1,033-748-0100,http://www.biz-inn.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-04-21,전라북도,오페라 21 호텔,65,전라북도 전주시 덕진구 정언신로 186  (우아동2가),063-244-6400,http://www.opera21.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-04-17,충청북도,수안보 상록 호텔,101,충청북도?충주시?수안보면?주정산로?22  ,043-845-3500,https://www.sangnokresort.co.kr/main.do?sksktype=sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,1성,2020-04-16,경상남도,오션 스파 호텔,27,경상남도 고성군 고성읍 신월로 60 ,055-673-7781,http://oceanspahotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,2성,2020-04-13,경기도,호텔가덴 비즈,20,경기도 수원시 권선구 경수대로335번길 10  (권선동),031-239-5572,http://www.hotelgaden.com/home/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-04-10,서울특별시,호텔 컬리넌 역삼,54,서울특별시 강남구 언주로87길 11  (역삼동),02-562-3520,http://cullinanhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-12-27,서울특별시,글래드 호텔 여의도,319,서울특별시?영등포구?의사당대로?16  (여의도동),02-6222-5311,http://www.glad-hotels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-12-07,충청북도,청풍리조트 레이크 호텔,180,충청북도?제천시?청풍면?청풍호로?1798  ,043-640-7190,https://www.cheongpungresort.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-12-05,서울특별시,호텔 디오레,39,서울특별시?마포구?동교로?162-7  (서교동),02-332-2333,http://www.the-ore.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2018-12-03,서울특별시,호텔 컬리넌 건대 2,56,서울특별시?광진구?동일로?214  (군자동),02-499-1583,http://hdtelcullinan.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-11-08,서울특별시,글래드 호텔 마포,378,서울특별시?마포구?마포대로?92  (도화동),02-2197-5000,http://www.glad-hotels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,5성,2018-11-07,서울특별시,임피리얼 팰리스 호텔,405,서울특별시?강남구?언주로?640  (논현동),02-3440-8000,http://www.imperialpalace.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-08-29,울산광역시,스타즈 호텔 울산,345,울산광역시?남구?남중로?65  (삼산동),052-922-4000,http://www.stazhotelulsan.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-08-16,울산광역시,호텔 여우비,105,울산광역시?남구?산업로647번길?14  (삼산동),052-267-7777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2018-08-13,부산광역시,유엔 송도 호텔,45,부산광역시?서구?충무대로?16  (암남동),051-242-6635,http://www.유엔호텔.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-08-09,서울특별시,스타즈 호텔 명동 2호점,174,서울특별시 중구 수표로 16,02-2260-8000,http://stazhotelmyeongdong2.com/appmain.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-08-07,서울특별시,스타즈 호텔 명동 1호점,150,서울특별시 중구 충무로9길 20,02-2020-4000,http://stazhotelmyeongdong1.com/appmain.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-08-01,경상북도,피오레 관광호텔,60,경상북도?구미시?여헌로?9  (인의동),054-475-9090,http://www.fiorehotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-07-27,경기도,"호텔 스퀘어 안산(구, 인터불고 안산)",203,경기도?안산시?단원구?동산로?81  (원시동),031-490-2132,http://hotelsquare.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-07-23,서울특별시,서울 호텔 프리마,120,서울특별시?강남구?도산대로?536  (청담동),02-6006-9114,http://www.prima.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-07-21,서울특별시,서울 해밀톤 호텔,166,서울특별시?용산구?이태원로?179  (이태원동),02-3786-6303,http://www.hamilton.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-07-13,서울특별시,이비스 스타일 앰배서더 명동,180,서울특별시?중구?삼일대로?302  (충무로2가),02-6020-8814,https://www.ambatel.com/ibisstyles/myeongdong/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2018-07-13,서울특별시,호텔 컬리넌 건대,55,서울특별시?광진구?동일로?212  (군자동),02-465-7171,http://hotelcullinan.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-07-11,부산광역시,파라곤 호텔,132,부산광역시?사상구?광장로?46  (괘법동),051-328-2001,http://www.hotelparagon.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-06-21,광주광역시,호텔 무등 파크,110,광주광역시?동구?지호로164번길?14-10  (지산동),062-231-1571,http://www.hotelmudeungpark.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-06-19,대전광역시,디엠프레스호텔,66,대전광역시?서구?한밭대로570번길?29-20  (월평동),042-485-3030,http://www.theempresshotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,1성,2018-06-14,경상북도,울릉도 이사부 호텔,24,경상북도 울릉군 울릉읍 도동1길 21-1,054-791-8253,http://www.ulleunghotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-06-05,서울특별시,호텔 PJ,272,서울특별시?중구?마른내로?71  (인현동1가),02-2280-7000,http://hotelpj.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-05-30,부산광역시,광장호텔,56,부산광역시?동구?중앙대로214번길?7  (초량동),051-464-3141,http://www.hotelgwangjang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-05-30,경기도,홀리데이인 익스프레스 수원인계 호텔,249,경기도?수원시?팔달구?인계로?116  (인계동),031-5177-0000,http://www.holidayinnexpress.com/suwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2018-05-09,서울특별시,인사동 크라운 호텔,83,서울특별시?종로구?삼일대로30길?9  (낙원동),02-3676-8000,http://www.hotelcrown.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-04-30,경상남도,애드미럴 호텔,129,경상남도?거제시?서간도길?16  (옥포동),055-687-3761,http://www.admiralhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-03-29,서울특별시,퍼시픽 호텔,181,서울특별시?중구?퇴계로20길?2  (남산동2가),02-777-7811,http://www.thepacifichotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-03-21,서울특별시,로얄 호텔 서울,310,서울특별시?중구?명동길?61  (명동1가),02-2129-5712,http://www.royal.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-03-09,인천광역시,인천 호텔 카리스,142,인천광역시?계양구?계양대로?28  (작전동),032-556-0880,http://www.hotelcharis.com,37.5264073,126.7185357,4.2,없음,,있음,153000.0,없음,,없음,,있음,있음,있음,있음,있음,없음,있음,있음,있음,있음,없음,없음,있음,있음,없음,있음,있음,없음,없음,있음,있음,없음,있음
한국관광공사,관광호텔업,5성,2018-03-05,서울특별시,쉐라톤 서울 디큐브시티 호텔,269,"서울특별시?구로구?경인로?662  (신도림동,?디큐브시티)",02-2211-2000,http://www.sheratonseouldcubecity.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-02-14,서울특별시,메트로 호텔,78,서울특별시?중구?명동9가길?14  (을지로2가),02-752-1112,http://www.metrohotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2018-02-14,경기도,이루다 호텔,95,경기도?안양시?만안구?만안로?71  (안양동),031-443-2700,http://www.hoteliruda.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-02-13,서울특별시,노보텔 앰배서더 서울 강남,332,서울특별시?강남구?봉은사로?130  (역삼동),02-567-1101,https://novotel.ambatel.com/gangnam/main.amb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-02-13,인천광역시,베스트웨스턴 프리미어 인천 에어포트 호텔,305,인천광역시?중구?공항로424번길?48-27  (운서동),032-743-1000,http://www.airporthotel.co.kr,37.4383983,126.4553689,4.2,있음,141000.0,있음,165000.0,없음,,없음,,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,있음,있음,있음,있음,있음,없음,있음,있음,있음,없음,있음
한국관광공사,관광호텔업,4성,2018-02-07,서울특별시,호텔 삼정,160,서울특별시?강남구?봉은사로?150  (역삼동),02-6916-0232,http://www.samjunghotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2018-01-04,대구광역시,노보텔 앰배서더 대구,204,대구광역시?중구?국채보상로?611  (문화동),053-664-1101,https://www.ambatel.com/novotel/daegu/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-12-29,부산광역시,스탠포드 호텔 부산,132,부산광역시?중구?구덕로?53  (남포동5가),051-795-7700,http://www.stanfordbusan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-12-29,서울특별시,호텔 스카이파크 명동 2호점,132,서울특별시?중구?명동9길?22  (을지로2가),02-6900-9387,http://skyparkhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,2성,2017-12-21,전라남도,호텔아이엠,29,전라남도?순천시?역전광장1길?6  (조곡동),061-744-1570,http://www.hoteliam.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2017-12-12,경기도,분당 리젠시 호텔,56,경기도?성남시?분당구?황새울로?352  (서현동),031-1544-6880,http://www.regency.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-12-05,경기도,메이트 호텔,62,경기도?성남시?분당구?황새울로335번길?7  (서현동),031-705-5111,http://www.matehotel-bundang.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-12-04,인천광역시,3S호텔 소래포구점,53,인천광역시?남동구?소래역로?26-16  (논현동),032-435-4977,http://sjdesignhotel.co.kr,37.3995235,126.7322071,4.4,없음,,있음,200000.0,없음,,있음,220000.0,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,있음,있음,없음,있음,없음
한국관광공사,관광호텔업,3성,2017-12-04,서울특별시,베스트웨스턴 프리미어 강남호텔,128,서울특별시?강남구?봉은사로?139  (논현동),02-6474-1530,http://www.bestwesterngangnam.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-11-20,서울특별시,킴스 관광호텔,51,서울특별시?종로구?평창문화로?136  (평창동),02-379-0520,http://kimshotel.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-11-20,대구광역시,팔공 에밀리아 호텔,40,대구광역시?동구?팔공산로?1121  (용수동),053-623-1000,http://www.emillia.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-11-15,충청북도,제천 서울 관광호텔,45,충청북도?제천시?의병대로13길?10  (명동),043-651-8000,http://www.hotelseoul.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2017-11-15,서울특별시,세종 호텔,333,서울특별시?중구?퇴계로?145  (충무로2가),02-773-6000,http://www.sejong.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-11-08,부산광역시,부산 관광호텔,275,부산광역시?중구?광복로97번길?23  (동광동2가),051-241-4301,http://www.busanhotel.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-10-30,서울특별시,써미트 호텔,190,서울특별시?중구?장충단로?198  (장충동1가),02-2285-0540,http://www.summithotelseoul.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2017-10-10,인천광역시,베스트웨스턴 인천로얄호텔,140,인천광역시 남동구 백범로 367,032-421-3300,http://www.royalhotel.co.kr,37.46537375,126.7059589,3.5,없음,,있음,280000.0,있음,321000.0,있음,360000.0,있음,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,없음,없음,있음,있음,있음,있음,없음,있음,있음,없음,없음,있음
한국관광공사,관광호텔업,2성,2017-09-29,서울특별시,코코모 호텔,47,서울특별시?구로구?새말로?20  (구로동),02-2229-5500,http://www.hotelcocomo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-08-31,서울특별시,이비스 앰배서더 호텔 인사동,363,서울특별시?종로구?삼일대로30길?31  (익선동),02-6730-1131,http://ibis.ambatel.com/insadong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2017-08-21,대전광역시,호텔 인터시티,204,대전광역시 유성구 온천로 92,042-600-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-08-07,강원도,호텔 인터불고 원주,152,강원도 원주시 동부순환로 200,033-769-8114,http://wonju.inter-burgo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2017-08-01,서울특별시,노보텔 앰배서더 독산,218,서울특별시 금천구 시흥대로 378,02-838-1101,http://novotel.ambatel.com/doksan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2017-08-01,서울특별시,나인트리 프리미어호텔 명동 2,408,서울특별시 중구 마른내로 28,02-6967-0999,http://www.ninetreehotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-07-21,충청남도,티포인트 호텔,51,충청남도 천안시 서북구 성정공원5로 42,041-565-9955,http://hoteltpoint.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,1성,2017-07-19,서울특별시,IMT 호텔,20,서울특별시 송파구 오금로11길 29-5,02-420-2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-07-07,부산광역시,노아 호텔,51,부산광역시 중구 자갈치로47번길 3-1,051-710-6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-06-29,서울특별시,호텔 유리앤,175,서울특별시 강남구 삼성로96길 20,02-500-2300,http://www.uri-nhotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2017-06-20,서울특별시,호텔 컬리넌 왕십리,70,서울특별시 성동구 무학로2길 47,02-2298-0070,http://hotelcullinan.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-06-19,인천광역시,호텔소프라 (구. 조양관광호텔),148,인천광역시 서구 서곶로301번길 21,032-568-8700,http://www.choyanghotel.com/,37.5444182,126.6701112,4.7,없음,,있음,86000.0,있음,115000.0,없음,,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,있음
한국관광공사,관광호텔업,3성,2017-06-15,강원도,베니키아 춘천베어스 호텔,78,강원도 춘천시 스포츠타운길 376,033-256-2525,http://www.hotelbears.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-06-09,서울특별시,호텔 2.4,51,서울특별시 송파구 오금로11길 55-16,02-420-2400,http://www.hotel2-4.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-06-09,서울특별시,로사나 부띠끄 호텔,81,서울특별시 송파구 삼학사로 98,02-2143-3000,http://www.rosanahotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,1성,2017-06-09,부산광역시,반달호텔,28,부산광역시 중구 해관로 79-1,051-462-8008,http://www.bandalhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2017-06-02,서울특별시,신촌라싸호텔,44,서울특별시 서대문구 연세로2가길 3,02-393-1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-05-24,서울특별시,스탠다드 호텔,50,서울특별시 강서구 공항대로 518,02-2642-6200,http://www.standardhotel.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-05-24,서울특별시,호텔 트리아,50,서울특별시 강남구 테헤란로33길 16,02-553-2471,http://www.triahotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2017-04-17,광주광역시,마스터스 관광호텔,74,광주광역시 서구 상무연하로 46,062-382-7700,http://www.mastershotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2017-04-13,서울특별시,에이큐브 호텔,43,서울특별시 중구 동호로35길 5,02-2264-2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-04-05,경기도,약암홍염천관광호텔,71,경기도 김포시 대곶면 약암로 965-7,031-989-7000,http://www.yakam.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2017-03-28,서울특별시,글래드 라이브 강남,210,서울특별시 강남구 봉은사로 223,02-550-9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2017-03-21,부산광역시,이데아 호텔,52,부산광역시 남구 유엔평화로 35,051-611-6643,http://www.hotelgaden.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,한국전통호텔업,3성,2017-03-14,전라남도,오동재 한옥 호텔,40,전라남도 여수시 박람회길 99,061-650-0300,http://www.jnto.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2017-02-23,인천광역시,리버관광호텔,63,인천광역시 계양구 계양문화로53번길 6,032-554-0310,http://www.riverhotel.co.kr,37.5359241,126.7317346,4.5,없음,,있음,80000.0,없음,,없음,,있음,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,없음,없음,있음,없음,있음,있음,없음,있음,있음,없음,있음,있음
